Title,Rating,Genre,Type,Episode Count,English,Romaji,漢字,Synopsis
Tari Tari,7.44,"Music, School, Slice of Life",TV,13,Tari Tari,Tari Tari,Tari Tari,"At Shirahamazaka High School, a special recital is held every year in which music students are able to showcase their talents in front of professionals and other prestigious guests. Third-year Konatsu Miyamoto desperately wants to sing in her last high school recital, but because she screwed up the year before, the vice principal has barred her from participating.

That's when Konatsu comes up with a new plan to get involved; instead of joining the official choir, she'll form her own singing club with her friends! Unfortunately this proves to be harder than she imagined. Her friend Wakana Sakai has given up on singing, for one, and Konatsu needs more than just two members. With only a month left until the recital, will Konatsu be able to find enough members for her club and actually be ready to sing at one of the most important events of the school year and graduate without regrets?"
Tarou-san no Kisha,5.49,Action,Movie,1,Taro's Toy Train,Tarou-san no Kisha,太郎さんの汽車,"A combination of live action, traditional animation, and stop motion animation. A father buys his son a toy train, which he loves. When the boy goes to sleep, the train comes to life and crawls into the bed with the boy, giving him a dream about proper train etiquette."
Tasogare Otome x Amnesia,7.95,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,Dusk Maiden of Amnesia,Tasogare Otome x Amnesia,黄昏乙女×アムネジア,"Seikyou Private Academy, built on the intrigue of traditional occult myths, bears a dark past—for 60 years, it has been haunted by a ghost known as Yuuko, a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death, Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers.

A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya, who can see the quirky ghost, they quickly grow close, and he decides to help her. Along with Kirie Kanoe, Yuuko's relative, and the oblivious second year Momoe Okonogi, they delve deep into the infamous Seven Mysteries of the storied school.

Tasogare Otome x Amnesia tells a unique tale of students who work together to shed light on their school's paranormal happenings, all the while inching closer to the truth behind Yuuko's death."
Tatakae! Chou Robot Seimeitai Transformers,7.67,"Adventure, Mecha, Sci-Fi, Shounen",TV,98,fight! Long robot t life form T column s form rs,Tatakae! Chou Robot Seimeitai Transformers,戦え！ 長 ロボｔ 生命体 Ｔ欄ｓフォｒめｒｓ,
Tatakae!! Ramenman,6.66,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,Fight!! Ramenman,Tatakae!! Ramenman,闘将!!拉麺男,"Set in a land where several martial arts styles collide, including (but not limited to) Chinese Kung Fu, Japanese Karate, and South Korean Taekwondo. Yet amongst these Shaolin-trained fighters and men powerful enough to cut the face of a mountain, Victory Ramenman is said to be the strongest of them all. At a young age, he witnessed his father Somenman being murdered by members of the Cobra Gang (who are still running rampant to this day). Found and taken in by the wise old Chen Sou-Mei, Ramenman trains for 12 years under his master and learns the great Essential Battle Dragon (闘龍極意書, To Ryuu Gokui Sho) style of Choujin Martial arts. Now, with his young sidekick Shao-Mai, Ramenman travels the land seeking vengeance for his father, fighting several villains along the way.

(Source: Wikipedia)"
Tatakae!! Ramenman (Movie),5.95,"Action, Adventure, Martial Arts, Shounen",Movie,1,fight! ! Esomen Man (Movie),Tatakae!! Ramenman (Movie),闘将!!拉麺男,"Theatrical film of the anime series Tatakae!! Ramenman, based on the manga chapter ""Strike the Darkness"".

It was released in Japan on July 9, 1988 and is set sometime after the Mongol Tiger two-parter.

(Source: Kinnikuman Wiki)"
Tatakau Shisho: The Book of Bantorra,7.36,"Action, Fantasy, Seinen, Super Power",TV,27,Armed Librarians: The Book of Bantorra,Tatakau Shisho: The Book of Bantorra,戦う司書 The Book of Bantorra,"In a world where dead people turn into books and are stored in the Bantorra Library where anyone who reads a book can learn their past, Bantorra Library is maintained by Armed Librarians who wield psychic powers and their enemy is a religious society known as Sindeki Kyoudan."
Tatamp,5.35,Music,Movie,1,Tatamp,Tatamp,Tatamp,"Mirai Mizue continues his experimentation with music and movement in his latest ""cell animation,"" Tatamp. Not to be confused with the animation technique of ""cel animation,"" Mizue’s unique style of ""cell animation"" is hand-drawn and colored on paper then scanned onto the computer for editing. The name refers to the fact that the creatures that he draws resemble amoeba and other minute organic creatures one might find under the lens of a microscope.

(Source: Nishikataeiga Reviews)"
Tatsu no Ko Tarou,7.07,"Adventure, Demons, Fantasy, Historical",Movie,1,Taro the Dragon Boy,Tatsu no Ko Tarou,龍の子太郎,"Patterned after Japanese art and silk screens, Taro, The Dragon Boy is an animated feature about Japanese mythology and cultures, focusing on Taro, a young boy who has to make a voyage to a distant lake to save his mother, who has been turned into a dragon."
Tears to Tiara,7.31,"Action, Adventure, Fantasy, Magic",TV,26,Tears to Tiara,teiaazu・tou・teiara,ティアーズ・トゥ・ティアラ,"As the Holy Empire rises to power, the neighboring lands begin to gradually fall under its control. The Empire's conquest eventually reaches the small island of Erin, home to the Gael tribe. There, a priestess named Riannon is kidnapped to be offered as a living sacrifice to the demon king Arawn, a malevolent being rumored to have caused untold destruction in the past.

Riannon's brother, First Warrior Arthur, rescues her, when Arawn suddenly materializes before them as a handsome grey-haired man. Hiding his true identity and remaining enigmatic, Arawn pledges his power and leadership to the tribe's cause and joins Arthur, Riannon, and their merry band of friends—including a talented swordsman, an agile hunter, and a group of ecstatic pixies—as they fight back against the Empire, while uncovering the dark secrets of the land along the way."
Techno Police 21C,6.01,"Action, Mecha, Police, Sci-Fi",Movie,1,Techno Police,tekunoporisu21C,テクノポリス21C,"The plot consists of a chase of a hijacked MBT-99A tank, designed by the United States Air Force (which is odd, but will become the saviour of Eleanor, as she can be ejected before the tank explodes, like a fighter jet). The audience is expected to be enamored with this vehicle. At one scene when it looks like the tank is sure to get away, the background music turns into cocktail-lounge jazz and sparkly lights swirl around the tank. The tank carries six ATGM launchers (which Ken is somehow able to dislodge with minimal trouble, along with a piece of the turret, towards the end of the movie), three to each side of the turret, and a laser-based machine-gun-esque installment, in addition to its rifled main gun. The tank's treads are dual-mounted (the tread is split in half, making four sets of treads for the tank).

The employment of the laser, however, seems counter-productive to a machine-gun's mission, as it can only fire once every few seconds. If it can fire at higher rates, it does not do so, and tries to acquire a lock on its pursuer (Blader, in this case). This suggests a low ammunition capacity, unlike thousand-round-and-up machine-guns routinely mounted on modern tanks. It does not appear to have any effect on the road, either, which does not say much about its power.

Another tank involved is the MBT-90D, which are dispatched by the Army (or Air Force—the movie never makes it clear if it is a joint effort, although the general who arrives midway into the movie is shown riding in something resembling an ADATS) to take out the tank. Despite having at least a platoon of these, the MBT-99 still evades capture. The M-90Ds are armed with a three-barreled autocannon, the calibre of which may be around fifteen to twenty millimeters. The MBT-90D is equipped with three ATGM missile launchers, on the left side of the turret, and its main cannon is mounted on the front, instead of on a turret.

After the MBT-99's hijackers (who appear inside the tank after getting away from a recently-committed bank robbery), hired by a shadowy group, backed by a foreign nation seeking an edge in their military (the M-99 is presumably on its way to be tested at a separate base), are forced out by Ken and his team, Eleanor enters to study the tank, and it starts up on its own, having been programmed by the hijackers to head for a pier and drive off its end so as to rendezvous with an enemy submarine. The rest of the movie is made up of the chase through the city, resulting in the destruction of another bank (owned by the same corporation that built the first bank in the movie), and various collateral damage."
Teddy,5.63,Slice of Life,Movie,1,Teddy,tedi,テディ,A short animation by Taku Furukawa.
Teekyuu,6.77,"Comedy, School, Shounen, Sports",TV,12,Teekyu,teekyuu,てーきゅう,"Teekyuu is all about the wacky antics of four schoolgirls—Kanae Shinjou gets bored easily and often breaks the laws of physics to get what she wants; Nasuno Takamiya is incredibly rich and knows how to make things go her way; Marimo Bandou would probably get arrested from her actions like eating panties or kidnapping children; and Yuri Oshimoto, their ordinary junior, rounds out the eccentric bunch that forms the sole members of their school's tennis club. 

Despite their interest in learning the sport, the older girls prefer messing around, while Yuri, being the only one who actually knows how to play and the most mature in spite of being younger, has to deal with her seniors' out of control behavior. 

When these four girls come together, insanity ensues in this lightning-paced comedy about a tennis club that doesn't really play tennis."
Teekyuu 2,6.91,"Comedy, School, Shounen, Sports",TV,12,Teekyu 2,teekyuu 2ki,てーきゅう ２期,Second season of Teekyu series.
Teekyuu 3,6.96,"Comedy, School, Shounen, Sports",TV,12,Teekyu 3,teekyuu 3ki,てーきゅう ３期,Third season of Teekyuu series.
Teekyuu 4,6.88,"Comedy, Shounen, Sports",TV,12,Teekyu 4,teekyuu 4ki,てーきゅう ４期,Fourth season of Teekyuu series.
Teekyuu 5,6.87,"Comedy, Shounen, Sports",TV,12,Teekyu 5,teekyuu 5ki,てーきゅう 5期,Fifth season of Teekyuu series.
Teekyuu 6,6.79,"Comedy, Shounen, Sports",TV,12,Teekyu 6,teekyuu 6ki,てーきゅう 6期,Sixth season of the Teekyuu series.
Teekyuu 7,6.82,"Comedy, Shounen, Sports",TV,12,Teekyu 7,teekyuu 7ki,てーきゅう 7期,Seventh season of the Teekyuu series.
Tegamibachi,7.76,"Adventure, Fantasy, Shounen, Supernatural",TV,25,Tegami Bachi: Letter Bee,Tegamibachi,テガミバチ,"With his mother taken away from him and having lost everything, Lag Seeing is now a letter whose delivery has been assigned to Gauche Suede, a Letter Bee. Despite their troubling start, the two of them become friends, leading Lag to realize what his aim in life is: to deliver people's most important feelings in the form of letters, just as Gauche has done."
