name,lang,confidence,english,japanese,kanji
Tono to Issho: Gantai no Yabou,ja,1.0,Together with: Gan Tai no Yabou,Tono to Issho: Gantai no Yabou,との と いっしょ： がんたい の やぼう
Tono to Issho: Ippunkan Gekijou,ja,1.0,Together with: Ippunkan Gekijo,Tono to Issho: Ippunkan Gekijou,との と いっしょ： いっぷんかん げきじょう
Top wo Nerae! and Top wo Nerae 2! Gattai Movie!!,ja,0.5438595,Aim for and p! Aim for plans d and p 2! Combined too! !,Top wo Nerae! and Top wo Nerae 2! Gattai Movie!!,とｐ を 狙え！ 案ｄ とｐ を 狙え ２！ 合体 もヴィエ！！
Topo Gigio,it,0.9435586,Topo Gigio,Topo Gigio,Topo Gigio
Tora-chan no Kankan Mushi,ja,1.0,Ignoring Tora-chan's feelings,Tora-chan no Kankan Mushi,トラーちゃん の 感感 無視
Tora-chan to Hanayome,ja,0.9581131,Tora-chan and the bride,Tora-chan to Hanayome,トラーちゃん と 花嫁
Toradora!,ja,1.0,Tora-dora!,Toradora!,とらドラ！
Tori,en,0.9260238,Tori,tori,とり
Toriko,ja,0.934862,prisoner,Toriko,虜
Toriko 3D: Kaimaku Gourmet Adventure!!,ja,0.7076238,Toriko 3D: Kaimaku Gourmet Add entre! !,Toriko 3D: Kaimaku Gourmet Adventure!!,とりこ ３Ｄ： かいまく ごうｒめｔ あｄゔぇんつれ！！
Toriko Movie: Bishokushin no Special Menu,ja,0.98853266,Toriko Moie: Drenched S Special Menu,Toriko Movie: Bishokushin no Special Menu,とりこ もゔぃえ： びしょくしん の Ｓぺしあｌ めぬ
Toshi wo Totta Wani,ja,0.5690436,To the sum that took the city,Toshi wo Totta Wani,都市 を 取った 和に
Toshokan Sensou,ja,0.9614107,library war,Toshokan Sensou,図書館 戦争
Toshokan Sensou: Kakumei no Tsubasa,ja,1.0,Library: The wing of the cabinet,Toshokan Sensou: Kakumei no Tsubasa,としょかん せんそう： かくめい の つばさ
Totsugeki! Pappara-tai,ja,1.0,Charge! Pappara obi,Totsugeki! Pappara-tai,突撃！ パッパラー帯
Totsuzen! Neko no Kuni Banipal Witt,ja,1.0,suddenly! In the land of cats,Totsuzen! Neko no Kuni Banipal Witt,突然！ 猫 の 国 場にパｌ ウィッｔ
Tottemo! Luckyman,ja,0.3718265,Very! Ucky man,Tottemo! Luckyman,とっても！ ぅｃｋｙマン
Tottoi,ja,0.59339553,tot doctor,Tottoi,トット医
Tottoko Hamtarou,jw,0.57720876,Tottoko Hamtarou,Tottoko Hamtarou,Tottoko Hamtarou
Tottoko Hamtarou Hai!,ja,0.43262586,Tottoko ha mtaro yes!,Tottoko Hamtarou Hai!,とっとこ はｍ太郎 はい！
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,ja,0.11917828,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,ja,0.3521189,Tottoko ha m taro moie 2: ha m ha m ha m u ja! Illusionary Princess,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,とっとこ はｍたろう もゔぃえ ２： はｍーはｍ はむうじゃ！ まぼろし の Ｐりんせっｓ
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,ja,0.81049365,Tottoko wa m taro moie 3: ha m ha m Grand Prix Aurora Tani's Kiseki - Ribon-chan Kiki Ippatsu!,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,とっとこ はｍたろう もゔぃえ ３： はｍ はｍ Ｇらんｄ Ｐりｘ あうろら たに の きせき ー りぼんーちゃん きき いっぱつ！
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,ja,0.8765281,Tottoko Hamtaro Moie 4: Hamtaro and the mysterious ghost,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,とっとこ はｍたろう もゔぃえ ４： はｍたろ と ふしぎ の おに の えもん とう
Touch,en,1.0,Touch,furu,触る
Touch 2: Sayonara no Okurimono,ja,1.0,Touch 2: Goodbye gift,Touch 2: Sayonara no Okurimono,とうｃｈ ２： さよなら の おくりもの
Touch 3: Kimi ga Toorisugita Ato ni - Dont Pass Me By,ja,0.83028257,"Touch 3: After you pass by, don't pass by.",Touch 3: Kimi ga Toorisugita Ato ni - Dont Pass Me By,とうｃｈ ３： きみ が とおりすぎた あと に ー どんｔ ぱっｓ め Ｂｙ
Touch: Sebangou no Nai Ace,ja,0.39201438,Toch: Prickly heat without heat,Touch: Sebangou no Nai Ace,とうｃｈ： せばんごう の ない あせ
Toufu Kozou,ja,0.9241752,tofu kid,Toufu Kozou,豆腐 小僧
Tough Guy!,en,1.0,Tough Guy!,tafugai!,タフガイ！
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,ja,1.0,Red sugar beet: The sugar beet that fell in the darkness,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,とうはい でんせつ あかぎ： やみ に まいおりた てんさい
Touka Gettan,ja,0.21648711,Touka Gettan,Touka Gettan,Touka Gettan
Touma Kishinden Oni,ja,0.75945795,Toma Shrine Demon,Touma Kishinden Oni,斗真 器神殿 鬼
Toumei Ningen,ja,0.6803385,Invisible Man,Toumei Ningen,透明 人間
Toushi Gordian,zh-CN,0.75785697,Toushi Gordian,Toushi Gordian,Toushi Gordian
Toushou Daimos,zh-CN,0.41751933,Toushou Daimos,Toushou Daimos,Toushou Daimos
Towa no Quon 1: Utakata no Kaben,ja,0.8247836,Towa no Kuon 1: Utakata no Kaben,Towa no Quon 1: Utakata no Kaben,とわ の くおん １： うたかた の かべん
Towa no Quon 2: Konton no Ranbu,ja,1.0,Towa no Kuon 2: Konton no Ranbu,Towa no Quon 2: Konton no Ranbu,とわ の くおん ２： こんとん の らんぶ
Towa no Quon 3: Mugen no Renza,ja,0.74886495,Towa no Kuon 3: Mugen no Renza,Towa no Quon 3: Mugen no Renza,とわ の くおん ３： むげん の れんざ
Towa no Quon 4: Guren no Shoushin,ja,1.0,Towa no Kuon 4: Guren no Shoshin,Towa no Quon 4: Guren no Shoushin,とわ の くおん ４： ぐれん の しょうしん
Towa no Quon 5: Souzetsu no Raifuku,ja,1.0,Towa no Kuon 5: Sozetsu no Life,Towa no Quon 5: Souzetsu no Raifuku,とわ の くおん ５： そうぜつ の らいふく
Towa no Quon 6: Towa no Quon,ja,0.6331045,Towa no Kuon 6: Towa no Kuon,Towa no Quon 6: Towa no Quon,とわ の くおん ６： とわ の くおん
Track City,en,1.0,Track City,torakkushitei,トラックシティ
Train Heroes,en,0.9801393,Train Heroes,toreinhiiroozu,トレインヒーローズ
Transformers Galaxy Force,en,1.0,Transformers Galaxy Force,toransufoomaa gyarakushiifoosu,トランスフォーマー ギャラクシーフォース
Transformers Headmasters,en,1.0,Transformers Headmasters,toransufoomaa heddomasutaazu,トランスフォーマー ヘッドマスターズ
Transformers Micron Densetsu,ja,0.5243492,T column s form rs non-c theory legend,Transformers Micron Densetsu,Ｔ欄ｓフォｒめｒｓ 未ｃ論 伝説
Transformers Superlink,en,0.9648601,Transformers Superlink,toransufoomaa suupaarinku,トランスフォーマー スーパーリンク
Transformers Victory,en,1.0,Transformers Victory,toransufoomaa bikutorii,トランスフォーマー ビクトリー
Transformers the Movie,en,1.0,Transformers the Movie,toransufoomaa za・muubii,トランスフォーマー ザ・ムービー
Transformers: Car Robots,en,1.0,Transformers: Car Robots,toransufoomaa: kaarobotto,トランスフォーマー: カーロボット
Transformers: Choujin Master Force,en,0.5497429,Transformers: Choujin Master Force,toransufoomaa choujinmasutaafoosu,トランスフォーマー 超人マスターフォース
Trapp Ikka Monogatari,et,0.45295835,Trapp Ikka Monogatari,Trapp Ikka Monogatari,Trapp Ikka Monogatari
Triage X,en,1.0,Triage X,toriaajiX,トリアージX
Tribe Cool Crew,en,0.98556936,Tribe Cool Crew,toraibu・kuuru・kuruu,トライブ・クール・クルー
Trigun,hi,1.0,Trigun,Trigun,Trigun
Trigun: Badlands Rumble,mr,0.41116852,Trigun: Badlands Rumble,Trigun: Badlands Rumble,Trigun: Badlands Rumble
Trinity Blood,en,1.0,Trinity Blood,torinitei・buraddo,トリニティ・ブラッド
Trouble Chocolate,en,0.98790234,Trouble Chocolate,toraburuchokoreeto,トラブルチョコレート
True Tears,en,1.0,True Tears,touruu・teiaazu,トゥルー・ティアーズ
Tsubasa Chronicle,en,0.8183081,Tsubasa Chronicle,tsubasakuronikuru,ツバサクロニクル
Tsubasa Chronicle 2nd Season,en,0.5995482,Tsubasa Chronicle 2nd Season,tsubasa・kuronikuru 2nd Season,ツバサ・クロニクル 2nd Season
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,ja,1.0,Tsubasa Chronice: Himegimi in the cage,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,つばさ Ｃｈろにｃぇ： とり かご の くに の ひめぎみ
Tsuideni Tonchinkan,ja,0.96359396,"In addition, Tonchinkan",Tsuideni Tonchinkan,ついでに トンチンカン
Tsuiseki,ja,1.0,tracking,Tsuiseki,追跡
Tsuki no Miya no Oujo-sama,ja,1.0,Princess of Tsuki no Miya,Tsuki no Miya no Oujo-sama,つき の 宮 の 王女ー様
Tsuki no Sango,ja,1.0,postpartum,Tsuki no Sango,つき の 産後
Tsukimonogatari,ja,1.0,possession story,Tsukimonogatari,憑物語
Tsukiuta. The Animation,ja,0.7237129,Tsukiuta. Hey Anima ground temperature,Tsukiuta. The Animation,ツキウタ。 てぇ アニマ地温
Tsukumo,ja,1.0,Tsukumo,Tsukumo,つくも
Tsukuyomi: Moon Phase,ja,0.8793575,Tsukuyomi: Moon P Hase,Tsukuyomi: Moon Phase,つくよみ： もおん Ｐはせ
Tsumiki no Ie,ja,1.0,The words of the building blocks,Tsumiki no Ie,積み木 の 言え
Tsuri Baka Nisshi,ja,1.0,fishing idiot diary,Tsuri Baka Nisshi,釣り バカ 日誌
Tsurikichi Sanpei,ja,1.0,Tsurikichi Sanpei,Tsurikichi Sanpei,つりキチ 三平
Tsuritama,ja,0.93178797,fishing ball,Tsuritama,つり球
Tsuru ni Notte: Tomoko no Bouken,ja,1.0,On the vine: Tomoko's adventure,Tsuru ni Notte: Tomoko no Bouken,つる に のって： ともこ の ぼうけん
Tsuru no Ongaeshi,ja,1.0,Tsuru's return of favor,Tsuru no Ongaeshi,つる の 恩返し
Tsurupika Hagemaru-kun,ja,0.8722635,Tsurupika Hamaru-kun,Tsurupika Hagemaru-kun,ツルピカ 禿丸ーくん
Tsuyokiss,ja,0.9394264,Bullish,Tsuyokiss,強気っｓ
Tsuyoshi Shikkari Shinasai,ja,1.0,be strong and firm,Tsuyoshi Shikkari Shinasai,強し しっかり しなさい
Ttori wa Zeta Robot,ja,0.57917684,Tori Kazu Zeta Robot T,Ttori wa Zeta Robot,っ鳥 和 ゼタ ロボｔ
Tu Xia Chuanqi,zh-CN,1.0,Tu Xia Chuanqi,Tu Xia Chuanqi,Tu Xia Chuanqi
Tu Xia Zhi Qing Li Chuanshuo,zh-CN,1.0,Tu Xia Zhi Qing Li Chuanshuo,Tu Xia Zhi Qing Li Chuanshuo,Tu Xia Zhi Qing Li Chuanshuo
Turn A Gundam,en,1.0,Turn A Gundam,taan'eegandamu,ターンエーガンダム
Turn A Gundam I Movie: Earth Light,en,1.0,Turn A Gundam I Movie: Earth Light,gekijouban taan'eegandamuI Earth Light,劇場版 ターンエーガンダムI Earth Light
Turn A Gundam II Movie: Moonlight Butterfly,en,1.0,Turn A Gundam II Movie: Moonlight Butterfly,gekijouban taan'eegandamuII gekkouchou,劇場版 ターンエーガンダムII 月光蝶
Tytania,lt,0.34204888,Tytania,Tytania,Tytania
UFO Gakuen no Himitsu,ja,1.0,The secret of Ufuo Academy,UFO Gakuen no Himitsu,うふぉ 学園 の 秘密
UFO Princess Valkyrie,en,1.0,UFO Princess Valkyrie,UFOpurinsesuvuarukirii,UFOプリンセスヴァルキリー
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,ja,0.9854145,Ufo Princess Alky Rie 2: Junigatsu no Yasokyoku,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,うふぉ Ｐりんせっｓ ゔぁｌｋｙりえ ２： じゅうにがつ の やそうきょく
UFO Robo Grendizer,en,0.4793775,UFO Robo Grendizer,UFOrobo gurendaizaa,UFOロボ グレンダイザー
UFO Robo Grendizer tai Great Mazinger,en,0.31510776,UFO Robo Grendizer tai Great Mazinger,UFO Robo Grendizer tai Great Mazinger,UFO Robo Grendizer tai Great Mazinger
UFO Robo Grendizer: Akai Yuuhi no Taiketsu,ja,1.0,Ufo Robo G Renzizer: Red Yuuhi's Taiketsu,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,うふぉ ろぼ Ｇれんぢぜｒ： あかい ゆうひ の たいけつ
UFO Senshi Dai Apolon,ja,0.763992,Woohoo warrior big appointment,UFO Senshi Dai Apolon,うふぉ 戦士 大 アポぉん
UFO Senshi Dai Apolon 2,ja,0.763992,Woohoo warrior big appointment 2,UFO Senshi Dai Apolon 2,うふぉ 戦士 大 アポぉん ２
UG☆Ultimate Girls,en,1.0,UG☆Ultimate Girls,UG☆aruteimettogaaruzu,UG☆アルティメットガールズ
UN-GO,en,0.9750618,UN-GO,angoo,アンゴー
UN-GO: Inga-ron,es,0.37586096,UN-GO: Inga-ron,UN-GO: Inga-ron,UN-GO: Inga-ron
Uchi no 3 Shimai,ja,1.0,my three sisters,Uchi no 3 Shimai,うち の ３ 姉妹
Uchouten Kazoku,ja,1.0,ecstatic family,Uchouten Kazoku,有頂天 家族
Uchurei!,ja,0.96473277,Space command!,Uchurei!,宇宙令！
Uchuu Ace,te,0.92464805,Uchuu Ace,Uchuu Ace,Uchuu Ace
Uchuu Densetsu Ulysses 31,ja,0.9863196,Space Legend Ulysses 31,Uchuu Densetsu Ulysses 31,宇宙 伝説 うｌｙっせｓ ３１
Uchuu Enban Dai-Sensou,ja,0.9840305,space disc platform war,Uchuu Enban Dai-Sensou,宇宙 円盤 台ー戦争
Uchuu Icchokusen,ja,0.9879023,universe straight line,Uchuu Icchokusen,宇宙 一直線
Uchuu Kaizoku Captain Harlock,ja,0.76931924,Space Pirate Transformation is Rack,Uchuu Kaizoku Captain Harlock,宇宙 海賊 化ｐ他院 はｒぉｃｋ
Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,ja,0.95547736,Mystery of the pirates: The riddle of the arch,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,うちゅう かいぞく かｐたいん はｒぉｃｋ： あｒかぢあーごう の なぞ
Uchuu Kaizoku Mito no Daibouken,ja,1.0,A great adventure with space pirates,Uchuu Kaizoku Mito no Daibouken,宇宙 海賊 味と の 大冒険
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,ja,1.0,The Great Adventure of the Pirates: The Two Joosama,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,うちゅう かいぞく みと の だいぼうけん： ふたり の じょおうーさま
Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,ja,0.9599217,Uchuu Kokyoshi Maetel: Ginga Tetsudo 999 Gaiden,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,うちゅう こうきょうし まえてｌ： ぎんが てつどう ９９９ がいでん
Uchuu Kuubo Blue Noah,ja,0.3227757,Uchuu Kuubo Blue Noah,Uchuu Kuubo Blue Noah,Uchuu Kuubo Blue Noah
Uchuu Kyoudai,ja,0.9890722,Space Brothers,Uchuu Kyoudai,宇宙 兄弟
Uchuu Kyoudai: Number Zero,ja,0.86332,Uchuu siblings: number zero,Uchuu Kyoudai: Number Zero,うちゅう きょうだい： ぬｍべｒ ぜろ
Uchuu Majin Daikengou,ja,0.81998706,Space Demon Great Swordsman,Uchuu Majin Daikengou,宇宙 魔神 大剣豪
Uchuu Patrol Hopper,ml,0.7186848,Uchuu Patrol Hopper,Uchuu Patrol Hopper,Uchuu Patrol Hopper
Uchuu Patrol Luluco,te,0.92160463,Uchuu Patrol Luluco,Uchuu Patrol Luluco,Uchuu Patrol Luluco
Uchuu Senkan Yamato,ja,1.0,space battleship yamato,Uchuu Senkan Yamato,宇宙 戦艦 やまと
Uchuu Senkan Yamato (Movie),ja,1.0,Space Battleship Yamato (Movie),Uchuu Senkan Yamato (Movie),宇宙 戦艦 やまと （もヴィエ）
Uchuu Senkan Yamato 2,ja,1.0,Space Battleship Yamato 2,Uchuu Senkan Yamato 2,宇宙 戦艦 やまと ２
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,ja,1.0,Uchu Senkan Yamato 2199: Hoshimeguru Hakobune,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,うちゅう せんかん やまと ２１９９： ほしめぐる はこぶね
Uchuu Senkan Yamato III,ja,0.7901017,space battleship yamato good,Uchuu Senkan Yamato III,宇宙 戦艦 やまと イイイ
Uchuu Senkan Yamato: Fukkatsu-hen,ja,1.0,Uchu Senkan Yamato: Fukkatsuhen,Uchuu Senkan Yamato: Fukkatsu-hen,うちゅう せんかん やまと： ふっかつーへん
Uchuu Senkan Yamato: Kanketsu-hen,ja,1.0,Yamato: Kanketsuhen,Uchuu Senkan Yamato: Kanketsu-hen,うちゅう せんかん やまと： かんけつーへん
Uchuu Senshi Baldios,ja,0.8376947,space warrior space,Uchuu Senshi Baldios,宇宙 戦士 場ｌぢおｓ
Uchuu Senshi Baldios (Movie),ja,0.6743226,Space Warrior Space (Movie),Uchuu Senshi Baldios (Movie),宇宙 戦士 場ｌぢおｓ （もヴィエ）
Uchuu Show e Youkoso,ja,0.673306,Space Tokoro Picture Welcome,Uchuu Show e Youkoso,宇宙 所ｗ 絵 ようこそ
Uchuu Taitei God Sigma,ja,0.63400793,The universe is mostly God.,Uchuu Taitei God Sigma,宇宙 大抵 ごｄ しｇま
Uchuu no Kishi Tekkaman,ja,1.0,Space Knight Tekkaman,Uchuu no Kishi Tekkaman,宇宙 の 騎士 テッカマン
Uchuu no Kishi Tekkaman Blade,ja,0.98003364,Space Knight Tekkaman B,Uchuu no Kishi Tekkaman Blade,宇宙 の 騎士 テッカマン Ｂァで
Uchuu no Stellvia,ja,0.89169294,Space S-Thru Via,Uchuu no Stellvia,宇宙 の Ｓ徹ｌヴィア
Uchuujin Tanaka Tarou,ja,1.0,Alien Taro Tanaka,Uchuujin Tanaka Tarou,宇宙人 田中 太郎
Uchuusen Sagittarius,ja,0.8417199,spaceship fraud,Uchuusen Sagittarius,宇宙船 詐欺ったりうｓ
Ugokie Kori no Tatehiki,ja,0.84693635,Moving picture Kori no Tatsuhiki,Ugokie Kori no Tatehiki,動き絵 コリ の 達引
Uju Heukgisa,zu,0.45692763,Uju Heukgisa,Uju Heukgisa,Uju Heukgisa
Ukkari Pénélope (2009),fr,0.456883,Ukkari Pénélope (2009),Ukkari PUkkari PnUkkari Pnlope (2009),Ukkari Pénélope (2009)
Ultra Maniac,en,0.8635743,Ultra Maniac,urutoramaniakku,ウルトラマニアック
Ultra Nyan 2: The Great Happy Operation,en,0.82856935,Ultra Nyan 2: The Great Happy Operation,urutoranyan2 happiidaisakusen,ウルトラニャン２ ハッピー大作戦
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,ja,1.0,Ultra Nyan: Mysterious cat that came from the sky,Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,うｌｔら にゃん： ほしぞら から まいおりた ふしぎ ねこ
Ultraman Kids no Kotowaza Monogatari,ja,0.9880949,Ult Raman machine ds proverb story,Ultraman Kids no Kotowaza Monogatari,うｌｔラマン 機ｄｓ の ことわざ 物語
Ultraman Kids: Haha wo Tazunete 3000-man Kounen,ja,0.6975082,ULTRAMAN DS: Ask for 3000-man.,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,うｌｔらまん きｄｓ： はは を たずねて ３０００ーまん こうねん
Ultraman USA,en,0.6688578,Ultraman USA,urutoramanUSA,ウルトラマンUSA
Ultraviolet: Code 044,en,0.9727226,Ultraviolet: Code 044,shigaisen: koodo 044,紫外線: コード 044
Umi Monogatari: Anata ga Ite Kureta Koto,ja,1.0,Umi story: What you did for me,Umi Monogatari: Anata ga Ite Kureta Koto,うみ ものがたり： あなた が いて くれた こと
Umi kara no Shisha,ja,0.9423588,dead from the sea,Umi kara no Shisha,海 から の 死者
Umi ni Ochita Tsuki no Hanashi,ja,1.0,A story about a man who fell into the sea,Umi ni Ochita Tsuki no Hanashi,海 に 落ちた 付き の はなし
Umi no Mizu wa Naze Karai,ja,1.0,sea ​​water why is it spicy,Umi no Mizu wa Naze Karai,海 の 水 和 なぜ 辛い
Umi no Momotarou,ja,1.0,Momotaro of the sea,Umi no Momotarou,海 の 桃太郎
Umi no Triton,ja,0.28962702,Umi no Triton,Umi no Triton,Umi no Triton
Umi no Triton (1979),ja,0.28962702,Umi no Triton (1979),Umi no Triton (1979),Umi no Triton (1979)
Umineko no Naku Koro ni,ja,1.0,Umineko no Naku Koro ni,Umineko no Naku Koro ni,うみねこ の なく 頃 に
Unico,it,0.96875,Unico,Unico,Unico
Unico: Mahou no Shima e,ja,0.43655446,Uniko: Magical Island,Unico: Mahou no Shima e,うにこ： まほう の しま え
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,ja,1.0,Unko-san: A person who can only be seen by the person following him.,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,うんこーさん： ついてる ひと に しか みえない ようせい
Uragiri wa Boku no Namae wo Shitteiru,ja,1.0,"Betrayal, you know my name",Uragiri wa Boku no Namae wo Shitteiru,裏切り 和 僕 の 名前 を 知っている
Urameshi Denwa,ja,1.0,Urameshi telephone,Urameshi Denwa,うらめし 電話
Urashima Tarou,ja,0.97558314,Urashima Taro,Urashima Tarou,浦島 太郎
Urashima Tarou (1931),ja,0.97558314,Taro Urashima (1931),Urashima Tarou (1931),浦島 太郎 （１９３１）
Urashima Tarou (1952),ja,0.97558314,Taro Urashima (1952),Urashima Tarou (1952),浦島 太郎 （１９５２）
Urawa no Usagi-chan,ja,1.0,Urawa's Rabbit,Urawa no Usagi-chan,浦和 の うさぎーちゃん
Urayasu Tekkin Kazoku,ja,1.0,urayasu rebar family,Urayasu Tekkin Kazoku,浦安 鉄筋 家族
Uribyeol ilhowa ulrookso,en,0.34827656,Uribyeol ilhowa ulrookso,Uribyeol ilhowa ulrookso,Uribyeol ilhowa ulrookso
Uriko-hime to Amanojaku,ja,0.9721419,The salesgirl princess and the devil,Uriko-hime to Amanojaku,売り子ー姫 と 天邪鬼
Urikupen Kyuujo-tai,ja,0.5348542,Selling pen rescue pair,Urikupen Kyuujo-tai,売りくペン 救助ー対
Urusei Yatsura,ja,1.0,Selling positive guys,Urusei Yatsura,売る正 奴ら
Urusei Yatsura Movie 1: Only You,ja,0.68912596,Noisy Guys Moieie 1: Only.,Urusei Yatsura Movie 1: Only You,うるせい やつら もゔぃえ １： おんｌｙ よう
Urusei Yatsura Movie 2: Beautiful Dreamer,ja,0.71782196,Noisy Yatsura Moie 2: Bear Uchifl Dreamer,Urusei Yatsura Movie 2: Beautiful Dreamer,うるせい やつら もゔぃえ ２： べあうちふｌ Ｄれあめｒ
Urusei Yatsura Movie 3: Remember My Love,en,0.6829704,Urusei Yatsura Movie 3: Remember My Love,gekijoubanuruhoshiyatsura3 rimenbaa・mai・rabu,劇場版うる星やつら3 リメンバー・マイ・ラブ
