name,english,japanese,kanji
Shugo Chara! Party!,Guardian Chara! Party!,Shugo Chara! Party!,しゅごキャラ！パーティー！
Shugo Chara!! Doki,Shugo Chara!! Doki,Shugo Chara!! Doki,しゅごキャラ！！どきっ
Shunga,Shunga,Shunga,Shunga
Shuranosuke Zanmaken: Shikamamon no Otoko,Sword for Truth,Shuranosuke Zanmaken: Shikamamon no Otoko,修羅之介斬魔劍 死鎌紋の男
Shutsugeki! Machine Robo Rescue,sortie! Matinee Robo Les Quest,Shutsugeki! Machine Robo Rescue,出撃！マシンロボレスキュー
Shuukan Shimakou,Weekly Shimako,Shuukan Shimakou,週刊シマコー
Sidonia no Kishi,Knights of Sidonia,Sidonia no Kishi,シドニアの騎士
Sidonia no Kishi Movie,Knights of Sidonia Movie,Sidonia no Kishi Movie,劇場版「シドニアの騎士」
Sidonia no Kishi: Daikyuu Wakusei Seneki,Knights of Sidonia: Battle for Planet Nine,Sidonia no Kishi: Daikyuu Wakusei Seneki,シドニアの騎士 第九惑星戦役
Sign,Sign,sain,サイン
Silent Mobius,Silent Mobius,sairentomebiusu,サイレントメビウス
Silent Mobius 2,Silent Mobius 2,sairentomebiusu2,サイレントメビウス2
Silent Mobius: The Motion Picture,Silent Mobius: The Motion Picture,sairentomebiusu za・mooshon・pikuchaa,サイレントメビウス ザ・モーション・ピクチャー
Simoun,Simoun,shimuun,シムーン
Sinbad: Mahou no Lamp to Ugoku Shima,Sinbad: The Magic Lamp and the Moving Islands,Sinbad: Mahou no Lamp to Ugoku Shima,シンドバッド 魔法のランプと動く島
Sinbad: Soratobu Hime to Himitsu no Shima,Sindbad: The Flying Princess and the Secret Island,Sinbad: Soratobu Hime to Himitsu no Shima,シンドバッド 空とぶ姫と秘密の島
Sirius no Densetsu,The Sea Prince and the Fire Child,Sirius no Densetsu,シリウスの伝説
Sister Princess: Re Pure,Sister Princess: Re Pure,shisutaa・purinsesu ~ripyua~,シスター・プリンセス ～リピュア～
Ski Jumping Pairs: Road to Torino 2006,Ski Jumping Pairs: Road to Torino 2006,sukiijanpu・pea ~Road to TORINO 2006~,スキージャンプ・ペア ~Road to TORINO 2006~
Skip Beat!,Skip Beat!,sukippu・biito!,スキップ・ビート！
Skull Man,The Skull Man,sukaruman SKULL MAN,スカルマン SKULL MAN
Sky Girls,Sky Girls,sukaigaaruzu,スカイガールズ
Slam Dunk,Slam Dunk,suramudanku,スラムダンク
Slam Dunk (Movie),Slam Dunk (Movie),suramudanku,スラムダンク
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Sam Zunk: I'm so angry! Hanamichi and her cute hot summer,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,スラムダンク 吠えろバスケットマン魂!!花道と流川の熱き夏
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Sam Zunk: Shohoku Saidai no Kiki! Moero Sakuragi Hanamichi,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,スラムダンク 湘北最大の危機！燃えろ桜木花道
Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,Sam Zunk: It's all good! Sakuragi Hanamichi,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,Ｓぁｍ づんｋ： ぜんこく せいは だ！ さくらぎ はなみち
Slayers,Slayers,sureiyaazu,スレイヤーズ
Slayers Evolution-R,Slayers Evolution-R,sureiyaazu EVOLUTION-R,スレイヤーズ EVOLUTION-R
Slayers Gorgeous,Slayers Gorgeous,sureiyaazugoujasu,スレイヤーズごぅじゃす
Slayers Great,Slayers Great,sureeyaazugureeto,スレーヤーズぐれえと
Slayers Next,Slayers Next,sureiyaazuNEXT,スレイヤーズNEXT
Slayers Premium,Slayers Premium,sureiyaazupuremiamu,スレイヤーズぷれみあむ
Slayers Return,Slayers Return,sureiyaazuRETURN,スレイヤーズRETURN
Slayers Revolution,Slayers Revolution,sureiyaazu,スレイヤーズ
Slayers Try,Slayers Try,sureiyaazu TRY,スレイヤーズ TRY
Slayers: The Motion Picture,Slayers: The Motion Picture,gekijoubansureiyaazu,劇場版スレイヤーズ
Sleepy,Sleepy,suriipii,スリーピー
Smile Precure!,Glitter Force,sumairupurikyua,スマイルプリキュア
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Smye P get me! Moie: The inside of the picture book is so different!,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,映画 スマイルプリキュア! 絵本の中はみんなチグハグ!
So Ra No Wo To,Sound of the Sky,so・ra・no・wo・to,ソ・ラ・ノ・ヲ・ト
Sobakasu Pucchi,freckles pucci,Sobakasu Pucchi,そばかすプッチー
Soccer Fever,Soccer Fever,sakkaafiibaa,サッカーフィーバー
Softenni,Softenni! the Animation,sofutenitsu,そふてにっ
Sojunghan Nal-ui Kkum,Green Days: Dinosaur and I,Sojunghan Nal-ui Kkum,Sojunghan Nal-ui Kkum
Sola,Sola,sora,ソラ
Soliton no Akuma,The Wave of Rage,Soliton no Akuma,ソリトンの悪魔
Solty Rei,Solty Rei,soruteirei,ソルティレイ
SoniAni: Super Sonico The Animation,Soni-Ani: Super Sonico The Animation,soniani -SUPER SONICO THE ANIMATION-,そにアニ -SUPER SONICO THE ANIMATION-
Sonic X,Sonic X,sonikku X,ソニック X
Sora no Manimani,At The Mercy of The Sky,Sora no Manimani,宙のまにまに
Sora no Method,Celestial Method,tentainomesoddo,天体のメソッド
Sora no Momotarou,Momotaro's Sky Adventure,Sora no Momotarou,空の桃太郎
Sora wo Kakeru Shoujo,The Girl Who Leapt Through Space,Sora wo Kakeru Shoujo,宇宙をかける少女
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,The world reflected in the eyes of a girl looking up at the sky,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,空を見上げる少女の瞳に映る世界
Soratobu Yuureisen,Flying Phantom Ship,Soratobu Yuureisen,空飛ぶゆうれい船
Sore Ike! Anpanman: Baikinman no Gyakushuu,Go for it! Anpanman: Baikinman's Gyakushu,Sore Ike! Anpanman: Baikinman no Gyakushuu,それいけ! アンパンマン ばいきんまんの逆襲
Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,Go for it! Anpanman: Play with Anpanman - Anpanman and a mischievous ghost,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,みんなでてあそび アンパンマンといたずらオバケ
Sore Ike! Anpanman: Ruby no Negai,Go for it! Anpanman: Ruby's wish,Sore Ike! Anpanman: Ruby no Negai,それいけ! アンパンマン ルビーの願い
Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,Go for it! Anpanman: Defeat Yuureisen! !,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,それいけ！アンパンマン ゆうれい船をやっつけろ！！
Sore ga Seiyuu!,Seiyu's Life!,Sore ga Seiyuu!,それが声優！
Soredemo Machi wa Mawatteiru,And Yet the Town Moves,Soredemo Machi wa Mawatteiru,それでも町は廻っている
Soredemo Sekai wa Utsukushii,The World is Still Beautiful,Soredemo Sekai wa Utsukushii,それでも世界は美しい
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),Go for it! Space Battleship Yoko Yamamoto (1999),Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),それゆけ！ 宇宙 戦艦 山本 夜ｈ子 （１９９９）
Sougen no Ko Tenguri,grassland child tengri,Sougen no Ko Tenguri,草原の子テングリ
Sougen no Shoujo Laura,"Laura, Girl of the Prairies",Sougen no Shoujo Laura,草原の少女ローラ
Sougiya to Inu,The Undertaker and the Dog,Sougiya to Inu,葬儀屋と犬
Soukou Kihei Votoms,Armored Trooper Votoms,soukoukiheibotomuzu,装甲騎兵ボトムズ
Soukou Kihei Votoms: Pailsen Files the Movie,Soukou Kihei Votoms: Pailsen Files the Movie,Soukou Kihei Votoms: Pailsen Files the Movie,Soukou Kihei Votoms: Pailsen Files the Movie
Soukou no Strain,Strain: Strategic Armored Infantry,souhikarinosutorein,奏光のストレイン
Soukyuu no Fafner: Dead Aggressor,Fafner,soukyuunofuafunaaDead Aggressor,蒼穹のファフナーDead Aggressor
Soukyuu no Fafner: Dead Aggressor - Exodus,Soukyuu no Fafner: Dead Aggressor - Exodus,soukyuunofuafunaa Dead Aggressor EXODUS,蒼穹のファフナー Dead Aggressor EXODUS
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,soukyuunofuafunaa Dead Aggressor Exodus 2nd Season,蒼穹のファフナー Dead Aggressor Exodus 2nd Season
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Fafner: Heaven and Earth,soukyuunofuafunaa Dead Aggressor HEAVEN AND EARTH,蒼穹のファフナー Dead Aggressor HEAVEN AND EARTH
Soul Eater,Soul Eater,souruiitaa,ソウルイーター
Soul Eater NOT!,Soul Eater NOT!,souruiitaanotto!,ソウルイーターノット！
Soul Link,Soul Link,soururinku,ソウルリンク
Sousei no Aquarion,Aquarion,Sousei no Aquarion,創聖のアクエリオン
Souseiki,The Genesis,Souseiki,創世記
Souseiki,Book of Genesis,Souseiki,創世記
Souten Kouro,Beyond the Heavens,Souten Kouro,装填 航路
Souten no Ken,Fist of the Blue Sky,Souten no Ken,蒼天の拳
Space Adventure Cobra,Space Adventure Cobra: The Movie,SPACE ADVENTURE kobura,SPACE ADVENTURE コブラ
Space Cobra,Space Adventure Cobra,supeesukobura,スペースコブラ
Space Oz no Bouken,The Wonderful Galaxy of Oz,supeesu・ozunobouken,スペース・オズの冒険
Space☆Dandy,Space Dandy,supeesu☆dandi,スペース☆ダンディ
Space☆Dandy 2nd Season,Space Dandy 2nd Season,supeesu☆dandi dai2shiriizu,スペース☆ダンディ 第2シリーズ
Spacy,Spacy,Spacy,Spacy
Special A,Special A (S.A),supesharu・ee,スペシャル・エー
Speed,Speed,supiido,スピード
Speed Grapher,Speed Grapher,supiidogurafuaa,スピードグラファー
Spider Riders: Oracle no Yuusha-tachi,Spider Riders,Spider Riders: Oracle no Yuusha-tachi,スパイダーライダーズ ～オラクルの勇者たち～
Spider Riders: Yomigaeru Taiyou,Spider Riders: Resurrected Sun,Spider Riders: Yomigaeru Taiyou,スパイダーライダーズ ～よみがえる太陽～
Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,Spiral: Suiri no Kizuna,スパイラル -推理の絆-
Spoon Oba-san,Spoon Oba-san,supuunobasan,スプーンおばさん
Spriggan,Spriggan,supurigan,スプリガン
Stand By Me Doraemon,Stand By Me Doraemon,STAND BY ME doraemon,STAND BY ME ドラえもん
Star Driver the Movie,Star Driver the Movie,sutaadoraibaa THE MOVIE,スタードライバー THE MOVIE
Star Driver: Kagayaki no Takuto,Star Driver,Star Driver: Kagayaki no Takuto,STAR DRIVER 輝きのタクト
Star Ocean EX,Star Ocean EX,sutaaooshanEX,スターオーシャンEX
Starmyu,Starmyu,koukouhoshikageki[sutamyu],高校星歌劇［スタミュ］
Starry Tales: Seiza wa Toki wo Koete,It's been a long time since I've been in the middle of a long time.,Starry Tales: Seiza wa Toki wo Koete,スターリーテイルズ ～星座は時をこえて～
Starship Operators,Starship Operators,sutaashippu・opereetaazu,スターシップ・オペレーターズ
Starship Troopers: Invasion,Starship Troopers: Invasion,sutaashippu・touruupaazu inbeijon,スターシップ・トゥルーパーズ インベイジョン
Steamboy,Steamboy,suchiimubooi,スチームボーイ
Steins;Gate,Steins;Gate,shutainzu・geeto,シュタインズ・ゲート
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,劇場版 シュタインズゲート 負荷領域のデジャヴ
Stella Jogakuin Koutou-ka C³-bu,"Stella Women's Academy, High School Division Class C³",Stella Jogakuin Koutou-ka C³-bu,ステラ女学院高等科C³部（しーきゅーぶ）
Stitch!,Stitch!,suteitchi!,スティッチ！
Stitch!: Itazura Alien no Daibouken,Stitch! : Mischievous Aien's big book,Stitch!: Itazura Alien no Daibouken,Ｓちｔｃｈ！： いたずら あぃえん の だいぼうけん
Stitch!: Zutto Saikou no Tomodachi,Stitch: Season 3,Stitch!: Zutto Saikou no Tomodachi,スティッチ！～ずっと最高のトモダチ～
Stone,Stone,ishi,石
Stop!! Hibari-kun!,S and p!! Hibari-kun!,Stop!! Hibari-kun!,ストップ！！ひばりくん！
Strange Dawn,Strange Dawn,sutorenji・doon,ストレンジ・ドーン
Strange+,Strange+,sutorenji・purasu,ストレンジ・プラス
Stranger: Mukou Hadan,Sword of the Stranger,sutorenjia -mukouhatan-,ストレンヂア -無皇刃譚-
Stratos 4,Stratos 4,sutoratosu・foo,ストラトス・フォー
Strawberry Panic,Strawberry Panic,sutoroberii・panikku,ストロベリー・パニック
Street Fighter Alpha: Generations,Street Fighter Alpha: Generations,sutoriitofuaitaaALPHAjienereeshon,ストリートファイターALPHAジェネレーション
Street Fighter II V,Street Fighter II: The Animated Series,sutoriitofuaitaaII V,ストリートファイターII V
Street Fighter II: The Movie,Street Fighter II: The Movie,sutoriitofuaitaaII za・muubii,ストリートファイターII ザ・ムービー
Street Fighter Zero The Animation,Street Fighter Alpha: The Movie,sutoriitofuaitaaZERO THE ANIMATION,ストリートファイターZERO THE ANIMATION
Strike Witches,Strike Witches,sutoraikuuitchiizu,ストライクウィッチーズ
Strike Witches 2,Strike Witches 2,sutoraikuuitchiizu 2,ストライクウィッチーズ 2
Strike Witches Movie,Strike Witches: The Movie,sutoraikuuitchiizu gekijouban,ストライクウィッチーズ 劇場版
Subete ga F ni Naru: The Perfect Insider,Everything becomes F: perfect,Subete ga F ni Naru: The Perfect Insider,すべて が Ｆ に なる： てぇ ぺｒふぇｃｔ いんしでｒ
Submarine Super 99,Submarine Super 99,sabumarin suupaa99,サブマリン スーパー９９
Sugar Bunnies,Sugar Bunnies,shugaabaniizu,シュガーバニーズ
Sugar Bunnies Fleur,Sugar Bunnies Fleur,shugaabaniizu furuuru,シュガーバニーズ フルール
Sugar Sugar Rune,Sugar Sugar Rune,shugashugaruun,シュガシュガルーン
Suhoyojeong Michel,Michel,Suhoyojeong Michel,Suhoyojeong Michel
Suisei,Aquatic,Suisei,水棲
Suisei no Gargantia,Gargantia on the Verdurous Planet,Suisei no Gargantia,翠星のガルガンティア
Suite Precure♪,Suite Precure♪,suiito purikyua♪,スイート プリキュア♪
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪
Suki na Mono wa Suki Dakara Shou ga Nai!!,Sukisho,Suki na Mono wa Suki Dakara Shou ga Nai!!,好きなものは好きだからしょうがない！！
Sukima no Kuni no Polta,Polta in the land of gaps,Sukima no Kuni no Polta,スキマの国のポルタ
Sukitte Ii na yo.,"Say, ""I love you.",Sukitte Ii na yo.,好きって いい な よ。
Summer Wars,Summer Wars,samaauoozu,サマーウォーズ
Sumomomo Momomo: Chijou Saikyou no Yome,Peach: Peach: Peach,Sumomomo Momomo: Chijou Saikyou no Yome,すもももももも〜地上最強のヨメ〜
Sunabouzu,Desert Punk,Sunabouzu,砂ぼうず
Super Bikkuriman,Super Bikkuriman,Super Bikkuriman,スーパービックリマン
Super Doll Licca-chan,Super Doll Licca-chan,suupaadooru rikachan,スーパードール リカちゃん
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,Super Doll Ikka-chan: Ikka-chan Zetai Zetsumei! What's wrong with K's eyes?,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,スーパードール★リカちゃん リカちゃん絶体絶命! ドールナイツの奇跡
Super Express Mazinger 7,Super Express Mazinger 7,choutokkyuumajingaa7,超特急マジンガー7
Super Fishing Grander Musashi,Super Fishing Grander Musashi,suupaafisshingu gurandaamusashi,スーパーフィッシング グランダー武蔵
Super GALS! Kotobuki Ran,Super GALS!,Super GALS! Kotobuki Ran,スペｒ がＬＳ！ 寿 欄
Super Kid,Super Kid,suupaakiddo,スーパーキッド
Super Lovers,Super Lovers,SUPER LOVERS(suupaaravuaazu),SUPER LOVERS（スーパーラヴァーズ）
Super Majingga 3,Raiders of Galaxy,Super Majingga 3,Super Majingga 3
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,Super Mario Brothers: Great Mission to Rescue Princess Peach,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,スーパーマリオブラザーズ　ピーチ姫救出大作戦!
Super Milk-chan,Super Milk-Chan,suupaamirukuchan,スーパーミルクチャン
Super Robot Taisen OG: Divine Wars,Super Robot Wars The Original Generation: The Divine Wars,suupaarobottotaisenOG -dibain・uoozu-,スーパーロボット大戦OG -ディバイン・ウォーズ-
Super Robot Taisen OG: The Inspector,Super Robot Wars OG: The Inspector,suupaarobottotaisenOG -ji・insupekutaa-,スーパーロボット大戦OG -ジ・インスペクター-
Super Seisyun Brothers,Super Seisyun Brothers,Super Seisyun Brothers -chouseishunkyoudais-,Super Seisyun Brothers -超青春姉弟s-
Surf Side High-School,Surf Side High-School,saafusaidohaisukuuru,サーフサイドハイスクール
Sushi Police,Sushi Police,SUSHI POLICE(sushiporisu),SUSHI POLICE（スシポリス）
Susie-chan to Marvy,Little Susie and Marvy,suujiichantomaabii,スージーちゃんとマービー
Suteki Tantei Labyrinth,Fantastic Detective Labyrinth,Suteki Tantei Labyrinth,素敵探偵☆ラビリンス
Suteneko Tora-chan,abandoned cat and rachan,Suteneko Tora-chan,すて猫トラちゃん
Suzakinishi the Animation,Suzakinishi the Animation,suzakinishi THE ANIMATION,洲崎西 THE ANIMATION
Suzuka,Suzuka,suzuka,鈴鹿
Suzume no Oyado,The Sparrows' Lodge,Suzume no Oyado,雀のお宿
Suzumiya Haruhi no Shoushitsu,The Disappearance of Haruhi Suzumiya,Suzumiya Haruhi no Shoushitsu,涼宮ハルヒの消失
Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,Suzumiya Haruhi no Yuuutsu,涼宮ハルヒの憂鬱
Suzumiya Haruhi no Yuuutsu (2009),The Melancholy of Haruhi Suzumiya Season 2,Suzumiya Haruhi no Yuuutsu (2009),涼宮ハルヒの憂鬱
Sweet Valerian,Sweet Valerian,suuiito・vuarerian,スウィート・ヴァレリアン
Sword Art Online,Sword Art Online,soodoaato・onrain,ソードアート・オンライン
Sword Art Online II,Sword Art Online II,soodoaato・onrain II,ソードアート・オンライン II
Taa-chan no Kaitei Ryokou,Ta-chan's Underwater Adventure,Taa-chan no Kaitei Ryokou,ターチャンの海底旅行
Tabi,Tabi,tabi,旅
Tabi Machi Late Show,Tabi Machi Late Show,tabimachireitoshoo,旅街レイトショー
Tabi wa Michizure Yo wa Nasake,"Travel, companionship, night, peace of mind",Tabi wa Michizure Yo wa Nasake,旅は道連れ世は情
Tabidachi: Ami Shuushou,"Departure: Ami, the Last Chapter",Tabidachi: Ami Shuushou,旅立ち　-亜美・終章-
Taboo Tattoo,Taboo Tattoo,tabuu・tatouu,タブー・タトゥー
Tachiguishi Retsuden,Tachikuishi Retsuden,Tachiguishi Retsuden,立喰師列伝
Tactical Roar,Tactical Roar,takuteikaruroa,タクティカルロア
Tactics,Tactics,takuteikusu,タクティクス
Taichi Senjimon,Tai Chi Chasers,Taichi Senjimon,対地 千字文
Taifuu no Noruda,Typhoon Noruda,Taifuu no Noruda,台風のノルダ
Taiho Shichau zo (1996),I'm going to get arrested (1996),Taiho Shichau zo (1996),逮捕 しちゃう ぞ （１９９６）
Taiho Shichau zo Special,You're Under Arrest Mini Specials,Taiho Shichau zo Special,逮捕しちゃうぞ Special
Taiho Shichau zo The Movie,You're Under Arrest The Movie,Taiho Shichau zo The Movie,逮捕しちゃうぞ　the MOVIE
Taiho Shichau zo: Full Throttle,You're Under Arrest: Full Throttle,Taiho Shichau zo: Full Throttle,逮捕しちゃうぞ フルスロットル
